package_id,origin_city,destination_city,region,status,weight_kg,shipping_cost
PKG-001350,Ljubljana,Kraków,EU_NORTH,Delayed,7.16,17.19
PKG-001351,Milan,Sarajevo,EU_NORTH,In-Transit,16.86,131.11
PKG-001352,Naples,Brussels,EU_WEST,Delayed,6.5,111.96
PKG-001353,Cologne,Belgrade,EU_NORTH,Delayed,29.73,88.63
PKG-001354,Belgrade,Berlin,EU_WEST,Delivered,68.16,105.76
PKG-001355,Plovdiv,Prague,EU_NORTH,In-Transit,29.11,30.71
PKG-001356,Warsaw,Bergen,EU_NORTH,Delivered,73.32,171.74
PKG-001357,Florence,Split,EU_NORTH,In-Transit,55.68,101.7
PKG-001358,Stockholm,Seville,EU_SOUTH,In-Transit,60.47,172.34
PKG-001359,Sofia,Madrid,EU_SOUTH,Delivered,62.7,129.55
PKG-001360,Turin,Oslo,EU_NORTH,In-Transit,35.73,138.97
PKG-001361,Hamburg,Brno,EU_NORTH,In-Transit,6.86,59.47
PKG-001362,Sofia,Porto,EU_SOUTH,Delivered,41.8,125.26
PKG-001363,Naples,Rome,EU_SOUTH,In-Transit,62.46,92.33
PKG-001364,Lyon,Oslo,EU_NORTH,Delayed,62.64,94.21
PKG-001365,Košice,Athens,EU_SOUTH,In-Transit,2.26,6.71
PKG-001366,Oslo,Vilnius,EU_NORTH,In-Transit,9.53,92.51
PKG-001367,Sofia,Porto,EU_SOUTH,Delivered,37.02,118.51
PKG-001368,Antwerp,Basel,EU_WEST,Delivered,57.41,112.46
PKG-001369,Gdańsk,Kaunas,EU_NORTH,Delayed,42.53,144.85
PKG-001370,Vilnius,Basel,EU_WEST,Delivered,28.15,116.38
PKG-001371,Edinburgh,Seville,EU_SOUTH,In-Transit,43.73,59.21
PKG-001372,Madrid,Kraków,EU_NORTH,In-Transit,12.46,47.81
PKG-001373,Kraków,Marseille,EU_WEST,Delivered,21.92,86.69
PKG-001374,Belgrade,Milan,EU_SOUTH,Delivered,57.54,75.4
PKG-001375,Lisbon,Tirana,EU_NORTH,Delayed,24.36,63.15
PKG-001376,Oslo,Dublin,EU_WEST,Delivered,51.49,130.87
PKG-001377,Skopje,Kraków,EU_NORTH,Delayed,61.79,58.57
PKG-001378,Stockholm,Prague,EU_NORTH,Delivered,58.47,103.64
PKG-001379,Zurich,Florence,EU_SOUTH,Delivered,11.8,41.06
PKG-001380,Istanbul,Sarajevo,EU_NORTH,Delayed,63.49,143.97
PKG-001381,Geneva,Sofia,EU_NORTH,Delivered,34.67,43.14
PKG-001382,Brussels,Kaunas,EU_NORTH,Delivered,26.28,109.76
PKG-001383,Split,Novi Sad,EU_NORTH,Delayed,57.33,94.28
PKG-001384,Oslo,Antwerp,EU_WEST,Delivered,55.9,66.25
PKG-001385,Barcelona,Thessaloniki,EU_SOUTH,Delivered,23.23,49.43
PKG-001386,Plovdiv,Geneva,EU_WEST,In-Transit,6.06,102.61
PKG-001387,Lyon,Naples,EU_SOUTH,Delayed,8.31,106.73
PKG-001388,Berlin,Vilnius,EU_NORTH,Delivered,9.14,42.63
PKG-001389,Oslo,Rotterdam,EU_WEST,Delayed,56.65,146.54
PKG-001390,Turin,Naples,EU_SOUTH,Delivered,14.06,58.64
PKG-001391,Barcelona,Cork,EU_WEST,Delivered,71.17,106.73
PKG-001392,Tartu,London,EU_WEST,Delayed,37.99,44.99
PKG-001393,Rotterdam,Sarajevo,EU_NORTH,In-Transit,16.47,41.49
PKG-001394,Lisbon,Skopje,EU_NORTH,Delivered,0.57,92.03
PKG-001395,Tartu,Vilnius,EU_NORTH,In-Transit,27.64,98.72
PKG-001396,Zurich,Rome,EU_SOUTH,In-Transit,62.65,175.51
PKG-001397,Florence,Belgrade,EU_NORTH,In-Transit,17.26,32.71
PKG-001398,Basel,Košice,EU_NORTH,In-Transit,8.5,28.03
PKG-001399,Stockholm,Istanbul,EU_NORTH,In-Transit,54.23,60.47
PKG-001400,Geneva,Budapest,EU_NORTH,In-Transit,21.45,94.78
PKG-001401,Split,Athens,EU_SOUTH,In-Transit,41.66,74.78
PKG-001402,Milan,Hamburg,EU_WEST,Delayed,67.13,157.85
PKG-001403,Prague,Porto,EU_SOUTH,Delayed,1.21,86.43
PKG-001404,Zurich,Debrecen,EU_NORTH,Delivered,32.99,111.57
PKG-001405,Basel,Barcelona,EU_SOUTH,Delivered,29.76,113.2
PKG-001406,Lisbon,Hamburg,EU_WEST,Delivered,27.44,51.71
PKG-001407,Bucharest,Basel,EU_WEST,In-Transit,17.66,70.48
PKG-001408,Cork,Dublin,EU_WEST,In-Transit,56.78,148.88
PKG-001409,Kraków,Vilnius,EU_NORTH,In-Transit,50.08,161.08
PKG-001410,Belgrade,Cork,EU_WEST,Delivered,11.27,68.64
PKG-001411,Birmingham,Riga,EU_NORTH,Delivered,37.42,111.71
PKG-001412,Antwerp,Vienna,EU_WEST,In-Transit,55.4,151.23
PKG-001413,Antwerp,Porto,EU_SOUTH,Delivered,28.85,110.53
PKG-001414,Oslo,Vienna,EU_WEST,Delayed,57.07,132.34
PKG-001415,Tallinn,Košice,EU_NORTH,In-Transit,15.34,96.99
PKG-001416,Tartu,Edinburgh,EU_WEST,Delayed,40.8,136.32
PKG-001417,Tirana,Brussels,EU_WEST,In-Transit,71.46,69.03
PKG-001418,Basel,Budapest,EU_NORTH,In-Transit,33.9,135.66
PKG-001419,Bratislava,Paris,EU_WEST,In-Transit,2.71,73.6
PKG-001420,Lisbon,Riga,EU_NORTH,In-Transit,32.44,69.57
PKG-001421,Riga,Geneva,EU_WEST,Delayed,42.77,99.72
PKG-001422,Tirana,Ankara,EU_NORTH,Delivered,35.37,102.04
PKG-001423,Tartu,Berlin,EU_WEST,In-Transit,29.51,88.95
PKG-001424,Kraków,Stockholm,EU_NORTH,Delivered,24.21,28.46
PKG-001425,Luxembourg City,Gdańsk,EU_NORTH,Delivered,26.33,115.93
PKG-001426,Tampere,Brno,EU_NORTH,In-Transit,7.53,52.32
PKG-001427,Cluj-Napoca,Warsaw,EU_NORTH,Delivered,4.47,37.61
PKG-001428,Bergen,Frankfurt,EU_WEST,In-Transit,68.3,70.42
PKG-001429,Geneva,Tampere,EU_NORTH,Delivered,12.94,80.11
PKG-001430,Bratislava,Plovdiv,EU_NORTH,In-Transit,42.71,148.97
PKG-001431,Brussels,Vilnius,EU_NORTH,In-Transit,44.2,160.36
PKG-001432,Ankara,Budapest,EU_NORTH,In-Transit,24.35,36.92
PKG-001433,Vienna,Turin,EU_SOUTH,Delayed,25.36,86.39
PKG-001434,Tampere,Lisbon,EU_SOUTH,In-Transit,46.21,87.38
PKG-001435,Naples,Tallinn,EU_NORTH,Delivered,47.75,161.98
PKG-001436,Skopje,Florence,EU_SOUTH,Delayed,21.73,28.67
PKG-001437,Bucharest,Athens,EU_SOUTH,Delayed,46.94,159.35
PKG-001438,Vienna,Tampere,EU_NORTH,Delayed,20.68,90.05
PKG-001439,Vilnius,Plovdiv,EU_NORTH,Delayed,15.93,113.52
PKG-001440,Oslo,Tartu,EU_NORTH,Delayed,60.36,107.76
PKG-001441,Copenhagen,Naples,EU_SOUTH,Delayed,31.22,61.19
PKG-001442,Bratislava,Podgorica,EU_NORTH,Delayed,13.75,18.42
PKG-001443,Novi Sad,Rome,EU_SOUTH,Delayed,43.37,66.92
PKG-001444,Košice,Dublin,EU_WEST,Delayed,70.3,128.18
PKG-001445,Zagreb,Izmir,EU_NORTH,Delivered,54.56,58.06
PKG-001446,Gdańsk,Košice,EU_NORTH,Delayed,11.29,32.15
PKG-001447,Oslo,Zagreb,EU_NORTH,Delivered,30.92,134.0
PKG-001448,Turin,Cluj-Napoca,EU_NORTH,Delivered,20.2,56.12
PKG-001449,Birmingham,London,EU_WEST,Delivered,30.59,44.13
PKG-001450,Antwerp,Manchester,EU_WEST,In-Transit,59.83,92.62
PKG-001451,Istanbul,Zagreb,EU_NORTH,Delivered,31.8,140.21
PKG-001452,Seville,Dublin,EU_WEST,In-Transit,10.45,44.39
PKG-001453,Podgorica,Porto,EU_SOUTH,Delayed,48.41,50.72
PKG-001454,Riga,Brussels,EU_WEST,In-Transit,4.39,115.81
PKG-001455,Oslo,Hamburg,EU_WEST,In-Transit,67.57,110.78
PKG-001456,Cologne,Debrecen,EU_NORTH,Delivered,70.75,151.55
PKG-001457,London,Geneva,EU_WEST,Delivered,42.93,101.02
PKG-001458,Novi Sad,Sarajevo,EU_NORTH,Delivered,19.07,126.86
PKG-001459,Basel,Copenhagen,EU_NORTH,In-Transit,24.86,95.75
PKG-001460,London,Plovdiv,EU_NORTH,Delivered,16.55,31.39
PKG-001461,Cork,Split,EU_NORTH,Delivered,30.78,134.21
PKG-001462,Riga,Skopje,EU_NORTH,In-Transit,28.26,142.37
PKG-001463,Tirana,Plovdiv,EU_NORTH,In-Transit,35.75,64.45
PKG-001464,Barcelona,Gdańsk,EU_NORTH,In-Transit,35.77,79.03
PKG-001465,Brussels,Paris,EU_WEST,Delivered,63.15,137.64
PKG-001466,London,Birmingham,EU_WEST,Delayed,41.57,76.95
PKG-001467,Gdańsk,Basel,EU_WEST,In-Transit,40.23,67.06
PKG-001468,Budapest,Rotterdam,EU_WEST,In-Transit,68.26,109.68
PKG-001469,Oslo,Cologne,EU_WEST,In-Transit,70.24,155.0
PKG-001470,Turin,Seville,EU_SOUTH,Delayed,68.71,138.67
PKG-001471,Cluj-Napoca,Paris,EU_WEST,In-Transit,20.73,31.73
PKG-001472,Vilnius,Cluj-Napoca,EU_NORTH,In-Transit,69.51,103.51
PKG-001473,Vienna,Seville,EU_SOUTH,In-Transit,52.46,109.85
PKG-001474,Sofia,Podgorica,EU_NORTH,Delivered,55.4,105.98
PKG-001475,Marseille,Rome,EU_SOUTH,Delivered,47.35,139.67
PKG-001476,Amsterdam,Bucharest,EU_NORTH,Delayed,15.21,54.09
PKG-001477,Frankfurt,Geneva,EU_WEST,Delayed,12.05,76.71
PKG-001478,Luxembourg City,Cluj-Napoca,EU_NORTH,In-Transit,59.5,93.4
PKG-001479,Madrid,Edinburgh,EU_WEST,In-Transit,13.22,86.9
PKG-001480,Stockholm,Naples,EU_SOUTH,In-Transit,6.56,54.19
PKG-001481,Brno,Ankara,EU_NORTH,Delayed,17.03,132.75
PKG-001482,Thessaloniki,Cologne,EU_WEST,Delayed,73.07,90.4
PKG-001483,Lisbon,Marseille,EU_WEST,In-Transit,30.23,81.66
PKG-001484,Valencia,Cologne,EU_WEST,Delayed,71.86,86.0
PKG-001485,Basel,Rotterdam,EU_WEST,In-Transit,53.96,102.59
PKG-001486,Tallinn,Basel,EU_WEST,In-Transit,17.03,43.35
PKG-001487,Stockholm,Tallinn,EU_NORTH,Delivered,28.81,80.75
PKG-001488,Florence,Stockholm,EU_NORTH,Delivered,54.57,73.61
PKG-001489,Cluj-Napoca,Barcelona,EU_SOUTH,Delivered,2.4,123.68
PKG-001490,Ljubljana,Manchester,EU_WEST,In-Transit,27.88,110.31
PKG-001491,Frankfurt,Rotterdam,EU_WEST,Delayed,35.3,139.08
PKG-001492,Debrecen,Florence,EU_SOUTH,Delayed,53.57,135.05
PKG-001493,Birmingham,Munich,EU_WEST,In-Transit,7.37,17.81
PKG-001494,London,Vilnius,EU_NORTH,Delayed,68.14,182.03
PKG-001495,Lyon,Amsterdam,EU_WEST,In-Transit,19.21,95.19
PKG-001496,Debrecen,Prague,EU_NORTH,Delivered,10.13,120.18
PKG-001497,Porto,Edinburgh,EU_WEST,In-Transit,12.95,74.65
PKG-001498,Košice,Luxembourg City,EU_WEST,In-Transit,6.95,95.64
PKG-001499,Barcelona,Edinburgh,EU_WEST,Delivered,8.98,17.43
PKG-001500,Tallinn,Cork,EU_WEST,In-Transit,56.15,163.38
PKG-001501,Edinburgh,Novi Sad,EU_NORTH,In-Transit,23.65,131.72
PKG-001502,Riga,Valencia,EU_SOUTH,Delayed,41.79,150.76
PKG-001503,Split,Marseille,EU_WEST,Delivered,14.37,23.26
PKG-001504,Paris,Vilnius,EU_NORTH,In-Transit,19.7,105.96
PKG-001505,Geneva,Tallinn,EU_NORTH,Delayed,3.3,50.09
PKG-001506,Istanbul,Riga,EU_NORTH,Delayed,34.47,47.3
PKG-001507,Barcelona,Basel,EU_WEST,In-Transit,26.38,51.37
PKG-001508,Rome,Lisbon,EU_SOUTH,Delayed,56.31,151.07
PKG-001509,Florence,Amsterdam,EU_WEST,In-Transit,39.57,106.63
PKG-001510,Munich,Manchester,EU_WEST,In-Transit,57.68,134.76
PKG-001511,Antwerp,Stockholm,EU_NORTH,In-Transit,51.18,129.68
PKG-001512,Prague,Zurich,EU_WEST,Delivered,62.81,76.34
PKG-001513,Bratislava,Kaunas,EU_NORTH,Delayed,34.19,148.19
PKG-001514,Amsterdam,Helsinki,EU_NORTH,In-Transit,72.74,145.07
PKG-001515,Aarhus,Izmir,EU_NORTH,Delayed,9.92,116.53
PKG-001516,Stockholm,Aarhus,EU_NORTH,Delayed,59.91,144.68
PKG-001517,Brno,Cologne,EU_WEST,In-Transit,30.06,51.41
PKG-001518,Cologne,Brussels,EU_WEST,In-Transit,63.96,78.42
PKG-001519,Stockholm,Valencia,EU_SOUTH,In-Transit,9.26,71.27
PKG-001520,Bergen,Luxembourg City,EU_WEST,In-Transit,27.09,39.06
PKG-001521,Belgrade,Naples,EU_SOUTH,In-Transit,36.85,142.07
PKG-001522,Dublin,Izmir,EU_NORTH,In-Transit,45.13,53.69
PKG-001523,Prague,Rome,EU_SOUTH,Delivered,32.7,83.42
PKG-001524,Belgrade,Tampere,EU_NORTH,Delayed,73.0,147.72
PKG-001525,Valencia,Tallinn,EU_NORTH,Delivered,39.66,115.88
PKG-001526,Gothenburg,Košice,EU_NORTH,In-Transit,32.94,141.36
PKG-001527,Oslo,Valencia,EU_SOUTH,In-Transit,73.82,149.36
PKG-001528,Manchester,Novi Sad,EU_NORTH,Delayed,32.22,100.11
PKG-001529,Munich,Lyon,EU_WEST,In-Transit,38.63,98.61
PKG-001530,Vienna,Košice,EU_NORTH,In-Transit,49.65,114.92
PKG-001531,Kraków,Birmingham,EU_WEST,Delivered,44.02,134.15
PKG-001532,Geneva,Košice,EU_NORTH,In-Transit,13.67,37.98
PKG-001533,Lyon,Frankfurt,EU_WEST,In-Transit,31.36,115.68
PKG-001534,Bratislava,Ljubljana,EU_NORTH,Delivered,46.88,76.16
PKG-001535,Florence,Rome,EU_SOUTH,In-Transit,6.1,127.55
PKG-001536,Zurich,Zagreb,EU_NORTH,Delivered,40.19,39.36
PKG-001537,Rotterdam,Lisbon,EU_SOUTH,In-Transit,49.27,101.6
PKG-001538,Riga,Oslo,EU_NORTH,In-Transit,46.48,160.88
PKG-001539,Debrecen,Oslo,EU_NORTH,Delivered,6.8,26.49
PKG-001540,Geneva,Brussels,EU_WEST,Delivered,52.28,71.52
PKG-001541,Turin,Kaunas,EU_NORTH,In-Transit,48.73,123.89
PKG-001542,Skopje,Milan,EU_SOUTH,Delivered,6.69,102.55
PKG-001543,Vilnius,Plovdiv,EU_NORTH,Delivered,1.88,26.03
PKG-001544,Split,Riga,EU_NORTH,Delayed,35.49,137.84
PKG-001545,Manchester,Naples,EU_SOUTH,In-Transit,22.29,122.98
PKG-001546,Marseille,Helsinki,EU_NORTH,Delayed,0.84,80.86
PKG-001547,Zagreb,Sofia,EU_NORTH,Delayed,63.68,147.08
PKG-001548,Podgorica,Gothenburg,EU_NORTH,Delayed,3.02,55.03
PKG-001549,Riga,Thessaloniki,EU_SOUTH,In-Transit,53.64,113.49
PKG-001550,Ankara,Copenhagen,EU_NORTH,Delayed,41.61,72.01
PKG-001551,Sofia,Vilnius,EU_NORTH,Delayed,8.99,86.87
PKG-001552,Warsaw,Ljubljana,EU_NORTH,In-Transit,52.39,51.53
PKG-001553,Milan,Vilnius,EU_NORTH,Delivered,25.95,54.41
PKG-001554,Tampere,Košice,EU_NORTH,Delayed,10.05,48.25
PKG-001555,Budapest,Sofia,EU_NORTH,Delayed,62.52,138.41
PKG-001556,Gdańsk,Vilnius,EU_NORTH,Delayed,60.03,156.87
PKG-001557,Turin,Stockholm,EU_NORTH,In-Transit,51.88,58.94
PKG-001558,Luxembourg City,Porto,EU_SOUTH,Delivered,15.16,90.08
PKG-001559,Sofia,Tallinn,EU_NORTH,Delivered,22.95,49.14
PKG-001560,Brussels,Kraków,EU_NORTH,Delivered,66.1,103.53
PKG-001561,Porto,Tartu,EU_NORTH,In-Transit,2.64,14.38
PKG-001562,Geneva,Thessaloniki,EU_SOUTH,In-Transit,9.27,39.27
PKG-001563,Tampere,Kraków,EU_NORTH,Delayed,57.76,146.01
PKG-001564,Dublin,Valencia,EU_SOUTH,Delayed,64.04,163.78
PKG-001565,Zurich,Marseille,EU_WEST,In-Transit,69.52,116.13
PKG-001566,Geneva,Zurich,EU_WEST,Delivered,58.68,127.54
PKG-001567,Istanbul,Lyon,EU_WEST,Delivered,38.17,56.99
PKG-001568,Turin,Gdańsk,EU_NORTH,In-Transit,11.99,49.75
PKG-001569,Tartu,Tallinn,EU_NORTH,Delayed,55.01,63.17
PKG-001570,Gdańsk,Helsinki,EU_NORTH,Delivered,61.48,71.52
PKG-001571,Split,Sofia,EU_NORTH,In-Transit,57.75,54.38
PKG-001572,Tampere,Stockholm,EU_NORTH,In-Transit,38.0,47.03
PKG-001573,Sofia,Gdańsk,EU_NORTH,Delayed,47.3,74.16
PKG-001574,Sofia,Thessaloniki,EU_SOUTH,In-Transit,10.57,64.94
PKG-001575,Bratislava,Novi Sad,EU_NORTH,Delivered,59.65,98.62
PKG-001576,Split,Barcelona,EU_SOUTH,Delayed,57.82,139.76
PKG-001577,Hamburg,Frankfurt,EU_WEST,Delivered,25.54,74.41
PKG-001578,Zagreb,Berlin,EU_WEST,Delayed,29.65,34.15
PKG-001579,Valencia,Ankara,EU_NORTH,Delayed,4.57,84.18
PKG-001580,Novi Sad,Gothenburg,EU_NORTH,Delayed,31.59,137.65
PKG-001581,Podgorica,Oslo,EU_NORTH,In-Transit,54.19,88.2
PKG-001582,Rotterdam,Cork,EU_WEST,Delivered,67.54,135.16
PKG-001583,Bucharest,Ljubljana,EU_NORTH,Delayed,48.38,152.13
PKG-001584,Split,Warsaw,EU_NORTH,In-Transit,66.6,154.9
PKG-001585,Naples,Oslo,EU_NORTH,In-Transit,6.55,74.56
PKG-001586,Luxembourg City,Novi Sad,EU_NORTH,Delivered,74.4,101.81
PKG-001587,Belgrade,Podgorica,EU_NORTH,Delayed,23.59,65.44
PKG-001588,Seville,Brussels,EU_WEST,Delayed,2.33,102.07
PKG-001589,Edinburgh,London,EU_WEST,In-Transit,62.46,94.06
PKG-001590,Tartu,Geneva,EU_WEST,In-Transit,54.97,152.21
PKG-001591,Tartu,Kraków,EU_NORTH,Delivered,9.51,103.37
PKG-001592,Ljubljana,Oslo,EU_NORTH,In-Transit,43.04,41.71
PKG-001593,London,Izmir,EU_NORTH,Delayed,53.67,162.62
PKG-001594,Skopje,Thessaloniki,EU_SOUTH,Delayed,26.44,61.12
PKG-001595,Ankara,Madrid,EU_SOUTH,Delivered,53.65,112.46
PKG-001596,Zurich,Aarhus,EU_NORTH,In-Transit,38.85,60.63
PKG-001597,Bratislava,Vienna,EU_WEST,In-Transit,11.2,65.1
PKG-001598,Frankfurt,Cologne,EU_WEST,In-Transit,4.9,115.29
PKG-001599,Florence,Ljubljana,EU_NORTH,In-Transit,6.09,90.9
PKG-001600,Istanbul,Novi Sad,EU_NORTH,Delayed,58.47,158.84
PKG-001601,Tallinn,Plovdiv,EU_NORTH,In-Transit,74.74,150.71
PKG-001602,Sofia,Seville,EU_SOUTH,Delayed,11.04,29.14
PKG-001603,Bratislava,Luxembourg City,EU_WEST,Delayed,72.61,127.8
PKG-001604,Basel,Florence,EU_SOUTH,Delivered,34.29,37.56
PKG-001605,Istanbul,Prague,EU_NORTH,In-Transit,69.15,77.53
PKG-001606,Geneva,Basel,EU_WEST,Delayed,27.88,62.95
PKG-001607,Valencia,Basel,EU_WEST,In-Transit,28.02,147.24
PKG-001608,Gothenburg,Riga,EU_NORTH,Delayed,2.34,23.63
PKG-001609,Sofia,Marseille,EU_WEST,In-Transit,70.28,100.86
PKG-001610,Florence,Rome,EU_SOUTH,Delivered,61.48,115.41
PKG-001611,Podgorica,Warsaw,EU_NORTH,In-Transit,5.3,14.37
PKG-001612,Ankara,Bergen,EU_NORTH,In-Transit,42.54,148.69
PKG-001613,Vilnius,Luxembourg City,EU_WEST,In-Transit,57.21,113.7
PKG-001614,Ljubljana,Valencia,EU_SOUTH,Delayed,65.01,98.78
PKG-001615,Cluj-Napoca,Budapest,EU_NORTH,Delayed,17.65,66.95
PKG-001616,Lyon,Split,EU_NORTH,Delivered,55.26,128.98
PKG-001617,Antwerp,Ankara,EU_NORTH,In-Transit,47.35,137.34
PKG-001618,Istanbul,Basel,EU_WEST,Delayed,48.38,55.84
PKG-001619,Tirana,Ankara,EU_NORTH,Delayed,56.88,167.72
PKG-001620,Milan,Vilnius,EU_NORTH,Delayed,37.82,38.89
PKG-001621,Skopje,Rome,EU_SOUTH,Delivered,72.19,98.86
PKG-001622,Manchester,Split,EU_NORTH,In-Transit,6.58,74.12
PKG-001623,Bucharest,Lyon,EU_WEST,In-Transit,36.99,148.0
PKG-001624,Zagreb,Rome,EU_SOUTH,In-Transit,31.27,134.24
PKG-001625,Brno,Birmingham,EU_WEST,Delayed,7.05,128.07
PKG-001626,Lisbon,Stockholm,EU_NORTH,Delivered,11.02,44.53
PKG-001627,Valencia,Bergen,EU_NORTH,Delivered,71.42,146.64
PKG-001628,Aarhus,Rome,EU_SOUTH,In-Transit,2.28,13.46
PKG-001629,Vienna,Copenhagen,EU_NORTH,In-Transit,10.9,120.93
PKG-001630,Brno,Basel,EU_WEST,Delayed,4.13,36.77
PKG-001631,London,Tallinn,EU_NORTH,Delivered,38.27,97.56
PKG-001632,Dublin,Berlin,EU_WEST,Delivered,24.05,91.32
PKG-001633,Kaunas,Antwerp,EU_WEST,Delivered,30.71,58.65
PKG-001634,Dublin,Podgorica,EU_NORTH,Delivered,72.27,146.94
PKG-001635,Istanbul,Luxembourg City,EU_WEST,Delivered,23.02,72.88
PKG-001636,Tartu,Turin,EU_SOUTH,Delayed,58.77,71.54
PKG-001637,Lisbon,Manchester,EU_WEST,Delayed,40.43,89.72
PKG-001638,Ljubljana,Lyon,EU_WEST,Delayed,0.32,60.53
PKG-001639,Gothenburg,Lisbon,EU_SOUTH,In-Transit,0.29,116.77
PKG-001640,Dublin,Birmingham,EU_WEST,In-Transit,63.0,103.67
PKG-001641,Florence,Belgrade,EU_NORTH,Delayed,21.28,41.96
PKG-001642,Izmir,Hamburg,EU_WEST,Delivered,22.72,71.25
PKG-001643,Madrid,Istanbul,EU_NORTH,Delivered,74.91,173.57
PKG-001644,Tartu,Copenhagen,EU_NORTH,Delayed,66.32,174.32
PKG-001645,Edinburgh,Ljubljana,EU_NORTH,In-Transit,20.66,101.53
PKG-001646,Tampere,Turin,EU_SOUTH,Delivered,34.62,105.87
PKG-001647,Madrid,Amsterdam,EU_WEST,Delivered,45.76,43.91
PKG-001648,Porto,Cluj-Napoca,EU_NORTH,In-Transit,41.8,123.61
PKG-001649,Debrecen,Skopje,EU_NORTH,Delayed,6.32,115.08
PKG-001650,Munich,Skopje,EU_NORTH,Delayed,2.56,106.53
PKG-001651,Split,Basel,EU_WEST,Delayed,26.64,124.68
PKG-001652,Kraków,Budapest,EU_NORTH,Delayed,13.49,108.12
PKG-001653,Rotterdam,Basel,EU_WEST,In-Transit,34.84,146.46
PKG-001654,Rotterdam,Athens,EU_SOUTH,Delayed,55.8,142.94
PKG-001655,Kraków,Milan,EU_SOUTH,In-Transit,6.97,84.04
PKG-001656,Athens,Thessaloniki,EU_SOUTH,Delivered,73.51,183.06
PKG-001657,Cork,Tallinn,EU_NORTH,Delivered,67.86,147.02
PKG-001658,Amsterdam,Naples,EU_SOUTH,Delivered,73.82,143.86
PKG-001659,Cork,Izmir,EU_NORTH,Delivered,37.65,56.96
PKG-001660,Izmir,Porto,EU_SOUTH,Delivered,5.14,24.26
PKG-001661,Luxembourg City,Edinburgh,EU_WEST,Delayed,70.03,166.68
PKG-001662,Cork,Milan,EU_SOUTH,Delayed,63.61,61.34
PKG-001663,Skopje,Birmingham,EU_WEST,Delivered,51.13,153.93
PKG-001664,Plovdiv,Marseille,EU_WEST,In-Transit,64.08,97.73
PKG-001665,Cork,Basel,EU_WEST,In-Transit,51.09,103.92
PKG-001666,Novi Sad,Lyon,EU_WEST,In-Transit,66.31,87.81
PKG-001667,Sofia,Skopje,EU_NORTH,Delivered,33.8,33.85
PKG-001668,Helsinki,Frankfurt,EU_WEST,Delayed,66.04,157.55
PKG-001669,Athens,Plovdiv,EU_NORTH,Delivered,71.84,175.6
PKG-001670,Lisbon,Helsinki,EU_NORTH,Delivered,23.48,99.58
PKG-001671,Antwerp,Kaunas,EU_NORTH,Delayed,32.54,35.04
PKG-001672,Helsinki,Birmingham,EU_WEST,In-Transit,18.72,77.24
PKG-001673,Marseille,Helsinki,EU_NORTH,Delivered,39.1,66.14
PKG-001674,Split,Vienna,EU_WEST,Delivered,46.99,113.91
PKG-001675,Berlin,Paris,EU_WEST,Delayed,28.46,135.5
PKG-001676,Hamburg,Luxembourg City,EU_WEST,Delivered,4.88,104.93
PKG-001677,Oslo,Zagreb,EU_NORTH,Delayed,5.17,90.2
PKG-001678,Marseille,Gothenburg,EU_NORTH,Delayed,63.78,106.91
PKG-001679,Cluj-Napoca,Thessaloniki,EU_SOUTH,Delayed,64.88,154.14
PKG-001680,Rotterdam,Bratislava,EU_NORTH,Delayed,28.95,124.53
PKG-001681,Vienna,Tampere,EU_NORTH,Delivered,48.91,127.17
PKG-001682,Bratislava,Novi Sad,EU_NORTH,Delivered,24.78,48.66
PKG-001683,Rotterdam,Hamburg,EU_WEST,Delayed,44.57,143.28
PKG-001684,Luxembourg City,Belgrade,EU_NORTH,Delayed,19.41,71.52
PKG-001685,Split,Rome,EU_SOUTH,Delivered,18.43,115.81
PKG-001686,Luxembourg City,Bergen,EU_NORTH,Delayed,43.94,103.42
PKG-001687,Kraków,Bergen,EU_NORTH,Delivered,43.88,106.74
PKG-001688,Barcelona,Vilnius,EU_NORTH,In-Transit,23.32,65.47
PKG-001689,Rotterdam,Novi Sad,EU_NORTH,Delivered,44.09,123.37
PKG-001690,London,Tartu,EU_NORTH,Delivered,61.48,123.89
PKG-001691,Plovdiv,Warsaw,EU_NORTH,Delivered,14.86,41.18
PKG-001692,Hamburg,Tampere,EU_NORTH,Delayed,14.4,73.83
PKG-001693,Košice,Helsinki,EU_NORTH,In-Transit,63.94,126.78
PKG-001694,Oslo,Sofia,EU_NORTH,Delivered,24.81,38.17
PKG-001695,Tallinn,Athens,EU_SOUTH,Delayed,69.02,139.82
PKG-001696,Thessaloniki,Košice,EU_NORTH,Delayed,46.89,73.04
PKG-001697,Helsinki,Brno,EU_NORTH,Delivered,15.6,39.87
PKG-001698,Gdańsk,Rotterdam,EU_WEST,Delivered,5.76,13.0
PKG-001699,Barcelona,Gothenburg,EU_NORTH,In-Transit,33.17,108.45
PKG-001700,Lyon,Antwerp,EU_WEST,Delivered,15.13,51.45
PKG-001701,Edinburgh,Porto,EU_SOUTH,Delivered,25.65,92.84
PKG-001702,Naples,Brussels,EU_WEST,Delivered,13.41,47.31
PKG-001703,Brussels,Madrid,EU_SOUTH,Delivered,28.57,123.27
PKG-001704,Tampere,Turin,EU_SOUTH,In-Transit,23.05,52.91
PKG-001705,Lisbon,Sarajevo,EU_NORTH,In-Transit,73.29,186.52
PKG-001706,Hamburg,Basel,EU_WEST,Delivered,11.05,124.79
PKG-001707,Milan,Skopje,EU_NORTH,Delayed,28.52,73.65
